
'0:00.803',0.068,0.170,0.103,-0.118,-0.018,0.138,0.093,0.443,0.550,0.348,0.180,0.100
'0:00.804',0.070,0.175,0.105,-0.123,-0.018,0.140,0.098,0.450,0.558,0.350,0.190,0.105
'0:00.805',0.073,0.178,0.105,-0.125,-0.015,0.140,0.098,0.458,0.560,0.350,0.193,0.108
'0:00.806',0.075,0.183,0.108,-0.128,-0.015,0.145,0.090,0.460,0.565,0.358,0.190,0.113
'0:00.807',0.075,0.188,0.110,-0.130,-0.018,0.148,0.083,0.460,0.568,0.360,0.190,0.113
'0:00.808',0.073,0.190,0.118,-0.130,-0.023,0.153,0.085,0.465,0.578,0.370,0.203,0.115
'0:00.809',0.065,0.188,0.123,-0.128,-0.028,0.155,0.093,0.475,0.585,0.378,0.215,0.118
'0:00.810',0.065,0.190,0.125,-0.128,-0.030,0.158,0.095,0.488,0.593,0.390,0.220,0.123
'0:00.811',0.070,0.195,0.125,-0.133,-0.028,0.160,0.093,0.488,0.595,0.393,0.215,0.128
'0:00.812',0.080,0.205,0.125,-0.143,-0.023,0.165,0.088,0.483,0.598,0.395,0.215,0.130
'0:00.813',0.085,0.208,0.123,-0.145,-0.018,0.165,0.088,0.478,0.603,0.398,0.220,0.133
'0:00.814',0.085,0.208,0.123,-0.145,-0.018,0.165,0.085,0.485,0.610,0.408,0.228,0.140
'0:00.815',0.085,0.208,0.120,-0.145,-0.018,0.163,0.085,0.495,0.615,0.418,0.230,0.148
'0:00.816',0.088,0.210,0.123,-0.148,-0.018,0.165,0.088,0.503,0.620,0.425,0.238,0.150
'0:00.817',0.090,0.213,0.123,-0.150,-0.015,0.168,0.093,0.505,0.625,0.425,0.245,0.148
'0:00.818',0.093,0.218,0.125,-0.155,-0.015,0.170,0.093,0.510,0.633,0.430,0.250,0.150
'0:00.819',0.093,0.223,0.128,-0.158,-0.015,0.175,0.085,0.518,0.640,0.438,0.250,0.155
'0:00.820',0.093,0.228,0.135,-0.160,-0.020,0.180,0.080,0.525,0.648,0.450,0.255,0.163
'0:00.821',0.090,0.230,0.140,-0.160,-0.025,0.185,0.080,0.530,0.650,0.458,0.263,0.163
'0:00.822',0.088,0.233,0.145,-0.160,-0.028,0.188,0.085,0.533,0.655,0.465,0.268,0.160
'0:00.823',0.090,0.235,0.145,-0.163,-0.028,0.190,0.085,0.533,0.658,0.468,0.268,0.163
'0:00.824',0.095,0.240,0.145,-0.168,-0.025,0.193,0.080,0.533,0.663,0.473,0.270,0.170
'0:00.825',0.098,0.245,0.145,-0.170,-0.023,0.195,0.070,0.535,0.665,0.475,0.278,0.173
'0:00.826',0.100,0.248,0.148,-0.173,-0.023,0.198,0.065,0.543,0.670,0.485,0.288,0.173
'0:00.827',0.103,0.250,0.148,-0.175,-0.023,0.198,0.068,0.548,0.675,0.495,0.290,0.173
'0:00.828',0.103,0.255,0.153,-0.178,-0.025,0.203,0.073,0.548,0.680,0.508,0.293,0.178
'0:00.829',0.100,0.258,0.160,-0.178,-0.030,0.208,0.078,0.548,0.683,0.515,0.298,0.185
'0:00.830',0.095,0.263,0.168,-0.178,-0.035,0.215,0.075,0.553,0.685,0.523,0.308,0.193
'0:00.831',0.095,0.265,0.170,-0.180,-0.038,0.218,0.073,0.560,0.690,0.530,0.313,0.193
'0:00.832',0.103,0.270,0.168,-0.185,-0.033,0.218,0.070,0.565,0.698,0.540,0.318,0.193
'0:00.833',0.108,0.273,0.165,-0.190,-0.028,0.218,0.070,0.563,0.703,0.545,0.323,0.193
'0:00.834',0.108,0.278,0.170,-0.193,-0.030,0.223,0.065,0.560,0.710,0.548,0.328,0.195
'0:00.835',0.103,0.280,0.178,-0.193,-0.035,0.230,0.063,0.565,0.715,0.553,0.330,0.200
'0:00.836',0.105,0.285,0.180,-0.195,-0.038,0.233,0.060,0.573,0.720,0.560,0.333,0.208
'0:00.837',0.113,0.288,0.178,-0.200,-0.033,0.233,0.060,0.575,0.723,0.568,0.338,0.213
'0:00.838',0.118,0.293,0.175,-0.205,-0.028,0.233,0.055,0.570,0.723,0.573,0.343,0.213
'0:00.839',0.118,0.295,0.178,-0.205,-0.028,0.235,0.053,0.568,0.725,0.578,0.348,0.210
'0:00.840',0.115,0.298,0.183,-0.205,-0.033,0.240,0.053,0.573,0.728,0.585,0.350,0.210
'0:00.841',0.113,0.300,0.188,-0.205,-0.038,0.245,0.055,0.578,0.730,0.590,0.358,0.215
'0:00.842',0.110,0.305,0.195,-0.208,-0.043,0.250,0.053,0.580,0.733,0.593,0.365,0.225
'0:00.843',0.108,0.310,0.203,-0.210,-0.048,0.258,0.045,0.580,0.735,0.593,0.368,0.233
'0:00.844',0.110,0.315,0.205,-0.213,-0.048,0.260,0.043,0.580,0.735,0.595,0.368,0.230
'0:00.845',0.113,0.315,0.203,-0.215,-0.045,0.258,0.045,0.583,0.733,0.600,0.368,0.225
'0:00.846',0.115,0.315,0.200,-0.215,-0.043,0.258,0.048,0.583,0.730,0.608,0.373,0.225
'0:00.847',0.115,0.318,0.205,-0.215,-0.043,0.263,0.045,0.578,0.735,0.613,0.375,0.230
'0:00.848',0.115,0.323,0.208,-0.218,-0.045,0.265,0.038,0.573,0.738,0.613,0.378,0.238
'0:00.849',0.118,0.323,0.205,-0.218,-0.043,0.263,0.035,0.575,0.740,0.615,0.385,0.243
'0:00.850',0.118,0.320,0.203,-0.218,-0.043,0.260,0.038,0.583,0.740,0.620,0.395,0.245
'0:00.851',0.115,0.320,0.205,-0.218,-0.045,0.263,0.038,0.585,0.743,0.630,0.403,0.250
'0:00.852',0.115,0.328,0.213,-0.220,-0.048,0.270,0.035,0.580,0.745,0.635,0.398,0.250
'0:00.853',0.120,0.335,0.213,-0.228,-0.045,0.273,0.030,0.575,0.743,0.635,0.393,0.245
'0:00.854',0.128,0.338,0.210,-0.233,-0.040,0.273,0.028,0.573,0.738,0.633,0.395,0.243
'0:00.855',0.128,0.340,0.210,-0.233,-0.040,0.275,0.028,0.573,0.735,0.635,0.403,0.245
'0:00.856',0.125,0.343,0.218,-0.233,-0.045,0.280,0.028,0.570,0.735,0.640,0.403,0.250
'0:00.857',0.123,0.345,0.220,-0.233,-0.048,0.283,0.028,0.570,0.738,0.645,0.400,0.255
'0:00.858',0.125,0.343,0.218,-0.233,-0.045,0.280,0.025,0.570,0.735,0.648,0.403,0.260
'0:00.859',0.128,0.343,0.215,-0.233,-0.043,0.278,0.028,0.573,0.735,0.653,0.413,0.265
'0:00.860',0.125,0.343,0.218,-0.233,-0.045,0.280,0.028,0.570,0.735,0.655,0.420,0.268
'0:00.861',0.123,0.343,0.220,-0.233,-0.048,0.283,0.025,0.568,0.738,0.655,0.423,0.268
'0:00.862',0.123,0.343,0.220,-0.233,-0.048,0.280,0.020,0.570,0.735,0.658,0.420,0.265
'0:00.863',0.123,0.345,0.223,-0.233,-0.050,0.280,0.018,0.573,0.735,0.665,0.420,0.268
'0:00.864',0.123,0.350,0.228,-0.235,-0.053,0.288,0.020,0.568,0.733,0.670,0.423,0.270
'0:00.865',0.125,0.358,0.233,-0.238,-0.055,0.295,0.023,0.558,0.730,0.670,0.425,0.270
'0:00.866',0.125,0.358,0.233,-0.240,-0.053,0.295,0.020,0.555,0.728,0.668,0.428,0.268
'0:00.867',0.125,0.355,0.230,-0.240,-0.053,0.293,0.015,0.563,0.730,0.670,0.430,0.270
'0:00.868',0.125,0.355,0.230,-0.240,-0.053,0.293,0.010,0.565,0.730,0.673,0.428,0.275
'0:00.869',0.128,0.360,0.233,-0.245,-0.053,0.295,0.010,0.560,0.728,0.675,0.428,0.275
'0:00.870',0.133,0.363,0.230,-0.248,-0.048,0.295,0.010,0.553,0.718,0.673,0.430,0.270
'0:00.871',0.135,0.363,0.228,-0.248,-0.045,0.293,0.008,0.555,0.718,0.675,0.435,0.270
'0:00.872',0.133,0.363,0.230,-0.248,-0.048,0.295,0.003,0.555,0.720,0.675,0.433,0.275
'0:00.873',0.130,0.368,0.238,-0.248,-0.055,0.303,0.000,0.553,0.725,0.675,0.428,0.283
'0:00.874',0.128,0.370,0.243,-0.248,-0.058,0.305,0.000,0.548,0.723,0.673,0.430,0.285
'0:00.875',0.123,0.368,0.243,-0.245,-0.060,0.303,0.005,0.550,0.720,0.680,0.443,0.288
'0:00.876',0.118,0.363,0.245,-0.240,-0.063,0.303,0.008,0.553,0.718,0.688,0.450,0.290
'0:00.877',0.115,0.365,0.250,-0.243,-0.065,0.308,0.005,0.548,0.715,0.693,0.448,0.293
'0:00.878',0.120,0.370,0.250,-0.245,-0.065,0.310,-0.003,0.535,0.705,0.685,0.440,0.290
'0:00.879',0.125,0.370,0.248,-0.245,-0.063,0.308,-0.003,0.530,0.698,0.680,0.440,0.285
'0:00.880',0.123,0.365,0.243,-0.243,-0.060,0.303,0.005,0.530,0.695,0.683,0.445,0.283
'0:00.881',0.120,0.363,0.243,-0.240,-0.063,0.303,0.008,0.533,0.700,0.688,0.450,0.288
'0:00.882',0.120,0.365,0.245,-0.243,-0.063,0.305,0.000,0.525,0.698,0.685,0.450,0.293
'0:00.883',0.123,0.368,0.245,-0.245,-0.063,0.308,-0.010,0.520,0.695,0.685,0.453,0.298
'0:00.884',0.120,0.365,0.245,-0.243,-0.063,0.305,-0.010,0.518,0.690,0.685,0.458,0.300
'0:00.885',0.115,0.363,0.248,-0.240,-0.065,0.305,-0.005,0.518,0.690,0.690,0.460,0.298
'0:00.886',0.115,0.363,0.248,-0.238,-0.065,0.305,-0.005,0.510,0.685,0.688,0.455,0.293
'0:00.887',0.118,0.365,0.248,-0.240,-0.063,0.305,-0.010,0.503,0.680,0.683,0.450,0.288
'0:00.888',0.120,0.363,0.243,-0.240,-0.060,0.303,-0.013,0.495,0.675,0.678,0.445,0.288
'0:00.889',0.120,0.360,0.240,-0.240,-0.060,0.300,-0.013,0.495,0.675,0.675,0.445,0.290
'0:00.890',0.120,0.360,0.240,-0.240,-0.060,0.300,-0.013,0.490,0.670,0.670,0.445,0.290
'0:00.891',0.120,0.363,0.243,-0.240,-0.060,0.303,-0.013,0.485,0.665,0.668,0.443,0.288
'0:00.892',0.118,0.360,0.243,-0.238,-0.063,0.300,-0.010,0.478,0.658,0.668,0.440,0.285
'0:00.893',0.113,0.355,0.245,-0.233,-0.065,0.298,-0.005,0.473,0.655,0.670,0.440,0.285
'0:00.894',0.108,0.353,0.245,-0.230,-0.068,0.298,-0.008,0.468,0.648,0.665,0.435,0.285
'0:00.895',0.110,0.353,0.245,-0.230,-0.065,0.298,-0.015,0.465,0.638,0.660,0.428,0.288
'0:00.896',0.110,0.353,0.243,-0.230,-0.065,0.298,-0.018,0.458,0.623,0.650,0.418,0.285
'0:00.897',0.108,0.350,0.243,-0.228,-0.068,0.298,-0.015,0.453,0.615,0.643,0.410,0.280
'0:00.898',0.105,0.348,0.243,-0.225,-0.068,0.295,-0.015,0.445,0.610,0.628,0.408,0.273
'0:00.899',0.108,0.350,0.243,-0.228,-0.065,0.295,-0.020,0.438,0.608,0.613,0.405,0.265
'0:00.900',0.110,0.348,0.238,-0.228,-0.063,0.293,-0.023,0.428,0.595,0.603,0.400,0.260
'0:00.901',0.108,0.340,0.235,-0.223,-0.063,0.288,-0.018,0.425,0.585,0.600,0.395,0.258
'0:00.902',0.100,0.330,0.230,-0.215,-0.065,0.280,-0.010,0.423,0.573,0.593,0.388,0.255
'0:00.903',0.098,0.325,0.228,-0.210,-0.065,0.275,-0.005,0.418,0.565,0.583,0.380,0.250
'0:00.904',0.098,0.323,0.225,-0.210,-0.063,0.273,-0.008,0.405,0.553,0.565,0.368,0.243
'0:00.905',0.098,0.323,0.225,-0.210,-0.063,0.273,-0.010,0.395,0.548,0.553,0.355,0.238
'0:00.906',0.093,0.315,0.223,-0.203,-0.065,0.268,-0.013,0.388,0.538,0.540,0.348,0.235
'0:00.907',0.088,0.308,0.218,-0.198,-0.065,0.263,-0.013,0.390,0.530,0.530,0.348,0.233
'0:00.908',0.088,0.300,0.213,-0.193,-0.063,0.255,-0.013,0.383,0.513,0.518,0.340,0.228
'0:00.909',0.088,0.298,0.210,-0.190,-0.060,0.253,-0.010,0.370,0.500,0.505,0.328,0.223
'0:00.910',0.085,0.293,0.208,-0.188,-0.060,0.250,-0.010,0.353,0.485,0.488,0.313,0.215
'0:00.911',0.083,0.290,0.208,-0.185,-0.063,0.248,-0.010,0.345,0.475,0.470,0.305,0.205
'0:00.912',0.083,0.285,0.203,-0.183,-0.060,0.243,-0.008,0.338,0.458,0.453,0.298,0.193
'0:00.913',0.083,0.280,0.198,-0.180,-0.058,0.238,-0.005,0.330,0.445,0.443,0.288,0.185
'0:00.914',0.080,0.273,0.193,-0.175,-0.055,0.233,-0.003,0.318,0.433,0.430,0.275,0.183
'0:00.915',0.078,0.263,0.185,-0.170,-0.053,0.225,-0.003,0.313,0.423,0.418,0.268,0.183
'0:00.916',0.075,0.253,0.178,-0.163,-0.050,0.215,0.000,0.305,0.408,0.403,0.263,0.180
'0:00.917',0.070,0.245,0.175,-0.158,-0.050,0.208,0.005,0.298,0.398,0.393,0.260,0.173
'0:00.918',0.063,0.238,0.175,-0.150,-0.055,0.205,0.008,0.285,0.385,0.380,0.250,0.163
'0:00.919',0.058,0.233,0.175,-0.145,-0.060,0.205,0.008,0.278,0.378,0.368,0.240,0.155
'0:00.920',0.055,0.225,0.170,-0.140,-0.058,0.198,0.010,0.273,0.363,0.348,0.228,0.148
'0:00.921',0.055,0.218,0.163,-0.138,-0.053,0.188,0.013,0.270,0.350,0.333,0.220,0.143
'0:00.922',0.053,0.208,0.155,-0.130,-0.050,0.180,0.010,0.258,0.338,0.318,0.210,0.140
'0:00.923',0.048,0.200,0.155,-0.123,-0.053,0.178,0.008,0.250,0.330,0.308,0.205,0.138
'0:00.924',0.040,0.193,0.153,-0.115,-0.055,0.173,0.010,0.243,0.313,0.295,0.195,0.133
'0:00.925',0.038,0.185,0.148,-0.110,-0.055,0.168,0.015,0.240,0.298,0.283,0.185,0.125
'0:00.926',0.038,0.178,0.140,-0.108,-0.050,0.158,0.015,0.225,0.283,0.265,0.170,0.118
'0:00.927',0.040,0.175,0.135,-0.108,-0.045,0.153,0.005,0.208,0.275,0.253,0.158,0.110
'0:00.928',0.043,0.170,0.128,-0.105,-0.043,0.148,-0.003,0.193,0.263,0.235,0.148,0.103
'0:00.929',0.043,0.165,0.123,-0.103,-0.040,0.143,0.000,0.190,0.253,0.223,0.143,0.095
'0:00.930',0.038,0.155,0.118,-0.095,-0.040,0.135,0.005,0.188,0.235,0.203,0.135,0.088
'0:00.931',0.030,0.148,0.118,-0.088,-0.043,0.130,0.005,0.180,0.225,0.190,0.128,0.085
'0:00.932',0.025,0.140,0.115,-0.083,-0.045,0.128,0.005,0.165,0.213,0.175,0.115,0.083
'0:00.933',0.025,0.135,0.110,-0.080,-0.043,0.123,0.010,0.155,0.208,0.168,0.108,0.075
'0:00.934',0.025,0.125,0.100,-0.075,-0.038,0.113,0.013,0.148,0.195,0.153,0.098,0.063
'0:00.935',0.028,0.118,0.093,-0.073,-0.033,0.103,0.010,0.143,0.185,0.143,0.090,0.055
'0:00.936',0.028,0.113,0.085,-0.070,-0.028,0.098,0.008,0.133,0.168,0.128,0.080,0.053
'0:00.937',0.028,0.113,0.085,-0.068,-0.028,0.098,0.008,0.130,0.158,0.120,0.073,0.053
'0:00.938',0.023,0.105,0.083,-0.063,-0.030,0.093,0.010,0.125,0.145,0.108,0.065,0.048
'0:00.939',0.018,0.098,0.080,-0.055,-0.033,0.088,0.008,0.120,0.140,0.100,0.060,0.043
'0:00.940',0.013,0.088,0.075,-0.050,-0.030,0.080,0.005,0.105,0.125,0.085,0.050,0.035
'0:00.941',0.013,0.083,0.070,-0.048,-0.028,0.075,0.010,0.093,0.113,0.073,0.040,0.030
'0:00.942',0.008,0.075,0.068,-0.040,-0.030,0.070,0.018,0.085,0.100,0.058,0.030,0.025
'0:00.943',0.000,0.068,0.068,-0.033,-0.033,0.065,0.020,0.088,0.098,0.053,0.030,0.023
'0:00.944',-0.003,0.060,0.063,-0.028,-0.033,0.060,0.015,0.083,0.090,0.045,0.028,0.020
'0:00.945',0.003,0.058,0.058,-0.030,-0.028,0.058,0.010,0.073,0.080,0.040,0.023,0.020
'0:00.946',0.005,0.055,0.050,-0.030,-0.023,0.053,0.010,0.058,0.065,0.023,0.013,0.013
'0:00.947',0.003,0.050,0.048,-0.025,-0.023,0.048,0.010,0.055,0.058,0.010,0.008,0.003
'0:00.948',-0.003,0.043,0.045,-0.020,-0.023,0.043,0.010,0.050,0.050,0.000,0.000,-0.005
'0:00.949',-0.003,0.043,0.045,-0.020,-0.020,0.043,0.010,0.045,0.045,-0.003,-0.003,-0.005
'0:00.950',0.003,0.043,0.040,-0.023,-0.018,0.040,0.010,0.030,0.030,-0.015,-0.010,-0.008
'0:00.951',0.003,0.040,0.038,-0.020,-0.015,0.038,0.008,0.023,0.023,-0.025,-0.013,-0.010
'0:00.952',-0.005,0.028,0.033,-0.010,-0.018,0.030,0.008,0.020,0.013,-0.033,-0.015,-0.015
'0:00.953',-0.013,0.018,0.030,-0.003,-0.020,0.023,0.013,0.025,0.010,-0.030,-0.015,-0.018
'0:00.954',-0.015,0.010,0.025,0.003,-0.020,0.018,0.018,0.023,0.005,-0.038,-0.023,-0.020
'0:00.955',-0.013,0.010,0.023,0.003,-0.018,0.015,0.015,0.023,0.003,-0.048,-0.025,-0.023
'0:00.956',-0.013,0.008,0.020,0.003,-0.015,0.013,0.010,0.018,-0.008,-0.063,-0.033,-0.028
'0:00.957',-0.013,0.005,0.018,0.003,-0.013,0.010,0.008,0.015,-0.013,-0.063,-0.038,-0.028
'0:00.958',-0.013,0.003,0.015,0.005,-0.013,0.008,0.013,0.005,-0.018,-0.065,-0.048,-0.030
'0:00.959',-0.013,0.000,0.013,0.008,-0.013,0.008,0.015,0.000,-0.018,-0.068,-0.053,-0.030
'0:00.960',-0.015,-0.005,0.010,0.010,-0.013,0.003,0.015,-0.008,-0.028,-0.078,-0.060,-0.035
'0:00.961',-0.015,-0.008,0.005,0.010,-0.010,0.000,0.015,-0.008,-0.033,-0.083,-0.060,-0.038
'0:00.962',-0.013,-0.013,0.000,0.013,-0.005,-0.005,0.018,-0.010,-0.040,-0.090,-0.065,-0.043
'0:00.963',-0.013,-0.013,-0.003,0.013,-0.003,-0.005,0.015,-0.010,-0.038,-0.095,-0.065,-0.045
'0:00.964',-0.018,-0.018,0.000,0.018,-0.008,-0.008,0.013,-0.018,-0.043,-0.103,-0.068,-0.048
'0:00.965',-0.025,-0.023,0.005,0.023,-0.015,-0.008,0.015,-0.020,-0.043,-0.100,-0.065,-0.045
'0:00.966',-0.033,-0.030,0.003,0.030,-0.018,-0.013,0.023,-0.023,-0.050,-0.100,-0.065,-0.045
'0:00.967',-0.030,-0.035,-0.003,0.033,-0.013,-0.018,0.028,-0.020,-0.053,-0.103,-0.065,-0.048
'0:00.968',-0.028,-0.038,-0.010,0.033,-0.008,-0.023,0.025,-0.023,-0.063,-0.115,-0.075,-0.053
'0:00.969',-0.025,-0.035,-0.010,0.030,-0.005,-0.023,0.023,-0.025,-0.070,-0.120,-0.083,-0.055
'0:00.970',-0.025,-0.035,-0.010,0.030,-0.008,-0.023,0.023,-0.033,-0.080,-0.125,-0.093,-0.055
'0:00.971',-0.025,-0.038,-0.013,0.030,-0.008,-0.025,0.023,-0.033,-0.078,-0.130,-0.095,-0.053
'0:00.972',-0.025,-0.045,-0.020,0.035,-0.003,-0.033,0.018,-0.035,-0.083,-0.140,-0.095,-0.058
'0:00.973',-0.028,-0.048,-0.023,0.038,0.000,-0.035,0.013,-0.035,-0.085,-0.143,-0.090,-0.060
'0:00.974',-0.030,-0.053,-0.023,0.040,-0.003,-0.038,0.013,-0.040,-0.093,-0.143,-0.090,-0.063
'0:00.975',-0.033,-0.055,-0.023,0.043,-0.005,-0.038,0.015,-0.035,-0.088,-0.138,-0.088,-0.060
'0:00.976',-0.033,-0.060,-0.028,0.045,-0.003,-0.043,0.018,-0.035,-0.085,-0.143,-0.093,-0.058
'0:00.977',-0.033,-0.060,-0.030,0.045,-0.003,-0.043,0.020,-0.035,-0.080,-0.140,-0.095,-0.055
'0:00.978',-0.033,-0.060,-0.028,0.045,-0.003,-0.043,0.025,-0.040,-0.085,-0.143,-0.103,-0.055
'0:00.979',-0.030,-0.055,-0.025,0.043,-0.003,-0.040,0.025,-0.043,-0.088,-0.143,-0.103,-0.058
'0:00.980',-0.028,-0.058,-0.030,0.043,0.000,-0.043,0.023,-0.045,-0.098,-0.153,-0.105,-0.068
'0:00.981',-0.023,-0.058,-0.035,0.040,0.005,-0.045,0.020,-0.045,-0.100,-0.158,-0.105,-0.070
'0:00.982',-0.023,-0.060,-0.038,0.040,0.008,-0.048,0.020,-0.048,-0.103,-0.165,-0.108,-0.070
'0:00.983',-0.023,-0.058,-0.035,0.040,0.005,-0.048,0.020,-0.050,-0.100,-0.163,-0.108,-0.065
'0:00.984',-0.025,-0.060,-0.035,0.043,0.005,-0.048,0.015,-0.055,-0.103,-0.165,-0.113,-0.068
'0:00.985',-0.023,-0.060,-0.035,0.040,0.008,-0.048,0.013,-0.055,-0.105,-0.163,-0.113,-0.073
'0:00.986',-0.023,-0.060,-0.038,0.040,0.008,-0.048,0.015,-0.055,-0.110,-0.165,-0.115,-0.078
'0:00.987',-0.023,-0.058,-0.035,0.040,0.008,-0.045,0.020,-0.048,-0.105,-0.163,-0.113,-0.075
'0:00.988',-0.025,-0.060,-0.035,0.043,0.005,-0.048,0.020,-0.043,-0.100,-0.163,-0.113,-0.075
'0:00.989',-0.028,-0.065,-0.035,0.045,0.003,-0.050,0.020,-0.040,-0.095,-0.155,-0.108,-0.073
'0:00.990',-0.033,-0.070,-0.038,0.050,0.003,-0.053,0.023,-0.045,-0.103,-0.155,-0.108,-0.070
'0:00.991',-0.033,-0.070,-0.035,0.050,0.003,-0.053,0.023,-0.045,-0.103,-0.155,-0.105,-0.065
'0:00.992',-0.033,-0.070,-0.038,0.050,0.003,-0.053,0.020,-0.048,-0.103,-0.165,-0.108,-0.068
'0:00.993',-0.030,-0.068,-0.038,0.048,0.005,-0.053,0.018,-0.048,-0.098,-0.165,-0.108,-0.073
'0:00.994',-0.028,-0.068,-0.040,0.048,0.005,-0.053,0.015,-0.053,-0.105,-0.168,-0.113,-0.080
'0:00.995',-0.025,-0.063,-0.038,0.043,0.005,-0.048,0.013,-0.055,-0.108,-0.165,-0.113,-0.080
'0:00.996',-0.023,-0.060,-0.038,0.040,0.008,-0.048,0.010,-0.058,-0.110,-0.170,-0.115,-0.078
'0:00.997',-0.023,-0.060,-0.038,0.040,0.010,-0.048,0.010,-0.050,-0.100,-0.170,-0.113,-0.073
'0:00.998',-0.028,-0.070,-0.043,0.048,0.008,-0.055,0.018,-0.048,-0.098,-0.168,-0.110,-0.070
'0:00.999',-0.033,-0.075,-0.043,0.053,0.005,-0.058,0.023,-0.045,-0.098,-0.160,-0.103,-0.068
